TEKLİF NUMARASI,HASARSIZLIK İNDİRİMİ KADEMESİ,TRAFİK BASAMAK KODU,MARKA,ARAÇ YAŞI,MODEL YILI,YAKIT TİPİ,İL,İLÇE,YAŞ ,TEKLİF PRİMİ,PORTFÖY AYRIMI,SİGORTALI TİPİ,TEKLİF ONAY DURUMU
31730,0%,4,FORD,1,2023,DIZEL,ANKARA,,0,16.207,İLK DEFA SİGORTALI,T,T
31731,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ZEYTİNBURNU,53,11.215,İLK DEFA SİGORTALI,O,T
31732,0%,4,FORD,1,2023,DIZEL,ANKARA,,0,22.551,İLK DEFA SİGORTALI,T,T
31733,30%,3,FORD,1,2023,DIZEL,İSTANBUL,,0,9.237,YENİ İŞ,T,T
31734,30%,7,RENAULT,4,2020,BENZİN,İSTANBUL,,0,7.341,YENİ İŞ,T,T
31735,0%,7,VOLKSWAGEN,4,2020,BENZİN,İZMİR,KONAK,61,17.386,İLK DEFA SİGORTALI,O,T
31736,0%,6,FORD,1,2023,BENZİN,İZMİR,,0,15.234,İLK DEFA SİGORTALI,T,T
31737,30%,5,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,24.299,YENİ İŞ,T,T
31738,0%,4,FORD,5,2019,DIZEL,İSTANBUL,ATAŞEHİR,29,14.393,İLK DEFA SİGORTALI,O,T
31739,60%,8,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,SULTANBEYLİ,38,8.102,YENİ İŞ,O,T
31740,40%,7,MERCEDES,2,2022,BENZİN,İSTANBUL,EYÜP,36,15.764,YENİ İŞ,O,T
31741,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,36,10.108,YENİ İŞ,O,T
31742,40%,8,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,34.642,YENİ İŞ,T,T
31743,50%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,58,10.423,YENİ İŞ,O,T
31744,50%,7,FORD,3,2021,DIZEL,İSTANBUL,,0,8.140,YENİ İŞ,T,T
31745,60%,4,VOLKSWAGEN,4,2020,BENZİN,ANKARA,,0,11.979,YENİ İŞ,T,T
31746,0%,7,FORD,5,2019,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,55,11.851,YENİ İŞ,O,T
31747,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,TORBALI,36,8.260,YENİ İŞ,O,T
31748,0%,4,MERCEDES,1,2023,BENZİN,İSTANBUL,EYÜP,38,17.238,İLK DEFA SİGORTALI,O,P
31749,30%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KADIKÖY,61,8.409,YENİLEME,O,T
31750,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,GAZİOSMANPAŞA,38,12.140,İLK DEFA SİGORTALI,O,T
31751,30%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KARTAL,54,10.079,YENİ İŞ,O,T
31752,40%,5,FORD,2,2022,DIZEL,İZMİR,,0,9.837,YENİ İŞ,T,T
31753,30%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,51,10.054,YENİ İŞ,O,T
31754,40%,6,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,,0,11.277,YENİLEME,T,P
31755,40%,8,MERCEDES,3,2021,DIZEL,ANKARA,,0,39.456,YENİ İŞ,T,T
31756,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,MALTEPE,52,6.121,YENİ İŞ,O,T
31757,0%,7,TOYOTA,2,2022,BENZİN,İSTANBUL,BAYRAMPAŞA,32,7.607,İLK DEFA SİGORTALI,O,T
31758,40%,6,FORD,4,2020,DIZEL,İSTANBUL,,0,9.449,YENİ İŞ,T,T
31759,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,EYÜP,43,11.772,YENİ İŞ,O,T
31760,0%,4,FORD,1,2023,DIZEL,İSTANBUL,ESENYURT,32,8.259,İLK DEFA SİGORTALI,O,T
31761,0%,4,FORD,1,2023,DIZEL,ANKARA,ALTINDAĞ,47,14.094,SIFIR ARAÇ,O,T
31762,0%,8,TOYOTA,3,2021,BENZİN,ANKARA,ETİMESGUT,64,11.289,YENİ İŞ,O,T
31763,0%,5,RENAULT,4,2020,BENZİN,İSTANBUL,SULTANBEYLİ,30,11.980,İLK DEFA SİGORTALI,O,T
31764,40%,3,HONDA,2,2022,BENZİN,İSTANBUL,SARIYER,57,17.102,YENİ İŞ,O,T
31765,40%,7,RENAULT,5,2019,DIZEL,İSTANBUL,SANCAKTEPE,41,8.855,YENİ İŞ,O,T
31766,0%,7,FORD,2,2022,DIZEL,İZMİR,BORNOVA,35,9.317,İLK DEFA SİGORTALI,O,T
31767,0%,5,MERCEDES,4,2020,DIZEL,İZMİR,,0,170.246,İLK DEFA SİGORTALI,T,T
31768,60%,8,VOLKSWAGEN,4,2020,DIZEL,İZMİR,,0,10.066,YENİ İŞ,T,P
31769,60%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,9.939,YENİ İŞ,T,T
31770,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,27.438,YENİ İŞ,T,T
31771,0%,5,TOYOTA,4,2020,BENZİN,ANKARA,KEÇİÖREN,40,10.118,İLK DEFA SİGORTALI,O,T
31772,0%,5,FORD,4,2020,DIZEL,İZMİR,BUCA,34,25.739,İLK DEFA SİGORTALI,O,T
31773,0%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,BAKIRKÖY,38,33.878,YENİ İŞ,O,T
31774,30%,5,VOLKSWAGEN,2,2022,BENZİN,İZMİR,GAZİEMİR,34,10.766,YENİ İŞ,O,T
31775,0%,5,FORD,1,2023,BENZİN,İSTANBUL,SULTANGAZİ,37,24.658,İLK DEFA SİGORTALI,O,T
31776,0%,8,FORD,0,2024,DIZEL,ANKARA,ÇANKAYA,48,11.766,SIFIR ARAÇ,O,T
31777,60%,8,HONDA,1,2023,BENZİN,İSTANBUL,KARTAL,55,13.480,YENİ İŞ,O,T
31778,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYLİKDÜZÜ,48,9.429,YENİ İŞ,O,T
31779,30%,5,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,ÇATALCA,35,10.203,YENİ İŞ,O,T
31780,0%,6,FORD,3,2021,DIZEL,İSTANBUL,ESENYURT,46,10.745,İLK DEFA SİGORTALI,O,T
31781,30%,7,MERCEDES,1,2023,DIZEL,ANKARA,YENİMAHALLE,39,16.147,YENİ İŞ,O,T
31782,0%,8,VOLKSWAGEN,5,2019,DIZEL,İZMİR,KARABAĞLAR,45,16.225,İLK DEFA SİGORTALI,O,T
31783,0%,3,MERCEDES,4,2020,DIZEL,İSTANBUL,TUZLA,39,33.870,İLK DEFA SİGORTALI,O,T
31784,30%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,MAMAK,33,8.587,YENİ İŞ,O,T
31785,50%,7,FORD,3,2021,BENZİN,ANKARA,ÇANKAYA,50,7.048,YENİ İŞ,O,T
31786,60%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,,0,9.399,YENİ İŞ,T,T
31787,60%,7,FORD,4,2020,BENZİN,İSTANBUL,BAYRAMPAŞA,40,7.917,YENİ İŞ,O,T
31788,50%,7,MERCEDES,3,2021,DIZEL,ANKARA,,0,77.175,YENİ İŞ,T,T
31789,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,AVCILAR,48,8.978,İLK DEFA SİGORTALI,O,T
31790,30%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÇEKMEKÖY,49,11.095,YENİ İŞ,O,T
31791,30%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,12.288,YENİ İŞ,T,T
31792,0%,4,HONDA,5,2019,BENZİN,ANKARA,ETİMESGUT,26,10.924,İLK DEFA SİGORTALI,O,T
31793,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,47,11.418,YENİ İŞ,O,P
31794,0%,6,VOLKSWAGEN,1,2023,DIZEL,İZMİR,TORBALI,37,10.226,İLK DEFA SİGORTALI,O,T
31795,50%,7,FORD,3,2021,BENZİN,İSTANBUL,,0,11.055,YENİ İŞ,T,T
31796,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,12.234,YENİLEME,T,T
31797,60%,8,VOLKSWAGEN,5,2019,DIZEL,ANKARA,ÇANKAYA,48,9.199,YENİ İŞ,O,T
31798,0%,4,FORD,2,2022,DIZEL,İSTANBUL,SULTANGAZİ,47,8.716,İLK DEFA SİGORTALI,O,P
31799,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,PENDİK,27,23.309,İLK DEFA SİGORTALI,O,T
31800,0%,4,TOYOTA,3,2021,BENZİN,İZMİR,GAZİEMİR,29,9.801,İLK DEFA SİGORTALI,O,T
31801,40%,6,MERCEDES,4,2020,DIZEL,İSTANBUL,ÜSKÜDAR,55,32.121,YENİ İŞ,O,T
31802,30%,7,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,KAĞITHANE,42,14.602,YENİ İŞ,O,T
31803,40%,6,TOYOTA,2,2022,BENZİN,İSTANBUL,ESENYURT,36,8.426,YENİ İŞ,O,T
31804,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,BUCA,40,8.757,YENİLEME,O,T
31805,0%,4,FORD,4,2020,DIZEL,İSTANBUL,PENDİK,41,27.714,İLK DEFA SİGORTALI,O,T
31806,0%,4,MERCEDES,1,2023,DIZEL,ANKARA,GÖLBAŞI,29,58.239,İLK DEFA SİGORTALI,O,T
31807,60%,7,TOYOTA,1,2023,BENZİN,İZMİR,MENEMEN,34,6.616,YENİ İŞ,O,T
31808,30%,6,MERCEDES,4,2020,DIZEL,İZMİR,GÜZELBAHÇE,43,36.886,YENİ İŞ,O,T
31809,0%,4,MERCEDES,2,2022,DIZEL,İZMİR,BORNOVA,35,26.376,İLK DEFA SİGORTALI,O,T
31810,0%,4,VOLKSWAGEN,3,2021,BENZİN,ANKARA,,0,21.075,İLK DEFA SİGORTALI,T,T
31811,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KARŞIYAKA,57,7.820,YENİ İŞ,O,T
31812,0%,4,FORD,2,2022,BENZİN,İSTANBUL,KARTAL,44,11.604,İLK DEFA SİGORTALI,O,T
31813,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,40,9.250,İLK DEFA SİGORTALI,O,T
31814,50%,6,HONDA,3,2021,BENZİN,İSTANBUL,SULTANGAZİ,41,4.319,YENİ İŞ,O,T
31815,0%,7,FORD,4,2020,DIZEL,ANKARA,MAMAK,52,12.873,İLK DEFA SİGORTALI,O,T
31816,0%,7,RENAULT,1,2023,DIZEL,İSTANBUL,ÇATALCA,52,9.267,İLK DEFA SİGORTALI,O,T
31817,30%,7,FORD,4,2020,DIZEL,İSTANBUL,PENDİK,50,10.742,YENİ İŞ,O,T
31818,0%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,28.815,İLK DEFA SİGORTALI,T,T
31819,60%,8,VOLKSWAGEN,4,2020,BENZİN,İZMİR,KARABAĞLAR,45,8.321,YENİ İŞ,O,T
31820,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,GÜNGÖREN,49,7.457,YENİLEME,O,P
31821,30%,5,FORD,3,2021,DIZEL,İSTANBUL,ESENYURT,25,9.696,YENİ İŞ,O,T
31822,0%,5,TOYOTA,1,2023,BENZİN,İZMİR,KARŞIYAKA,59,9.305,YENİ İŞ,O,P
31823,30%,5,TOYOTA,1,2023,DIZEL,İZMİR,,0,25.174,YENİ İŞ,T,T
31824,0%,6,FORD,4,2020,DIZEL,İZMİR,,0,12.670,İLK DEFA SİGORTALI,T,T
31825,0%,5,VOLKSWAGEN,0,2024,BENZİN,ANKARA,ÇANKAYA,30,8.907,İLK DEFA SİGORTALI,O,T
31826,0%,5,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,KARTAL,31,14.472,İLK DEFA SİGORTALI,O,T
31827,40%,7,FORD,1,2023,DIZEL,İZMİR,KONAK,49,9.096,YENİ İŞ,O,P
31828,30%,5,FORD,1,2023,DIZEL,ANKARA,YENİMAHALLE,53,11.551,YENİ İŞ,O,T
31829,50%,7,FORD,1,2023,DIZEL,ANKARA,,0,10.036,YENİ İŞ,T,P
31830,40%,5,FORD,4,2020,DIZEL,İSTANBUL,ESENYURT,28,7.526,YENİ İŞ,O,T
31831,50%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,12.569,YENİ İŞ,T,T
31832,0%,4,FORD,4,2020,BENZİN,ANKARA,ÇANKAYA,36,9.669,İLK DEFA SİGORTALI,O,T
31833,30%,5,VOLKSWAGEN,3,2021,DIZEL,ANKARA,,0,14.678,YENİ İŞ,T,P
31834,60%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BEYOĞLU,50,12.550,YENİ İŞ,O,T
31835,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,10.129,İLK DEFA SİGORTALI,T,T
31836,50%,5,FORD,4,2020,DIZEL,İSTANBUL,SULTANGAZİ,40,6.777,YENİ İŞ,O,T
31837,0%,7,MERCEDES,4,2020,BENZİN,İSTANBUL,BEŞİKTAŞ,32,19.821,İLK DEFA SİGORTALI,O,T
31838,60%,8,HONDA,4,2020,BENZİN,İSTANBUL,SULTANGAZİ,37,10.741,YENİ İŞ,O,T
31839,40%,5,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,42,11.185,YENİLEME,O,T
31840,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,,0,10.148,YENİ İŞ,T,T
31841,50%,7,TOYOTA,3,2021,BENZİN,İSTANBUL,ATAŞEHİR,32,7.521,YENİLEME,O,P
31842,40%,5,RENAULT,2,2022,DIZEL,İSTANBUL,,0,8.659,YENİLEME,T,T
31843,30%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,MALTEPE,28,9.800,YENİ İŞ,O,T
31844,0%,4,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,SULTANBEYLİ,46,12.079,İLK DEFA SİGORTALI,O,T
31845,40%,5,MERCEDES,2,2022,BENZİN,İSTANBUL,ÜSKÜDAR,30,15.347,YENİ İŞ,O,T
31846,30%,3,MERCEDES,2,2022,DIZEL,İSTANBUL,,0,18.717,YENİ İŞ,T,T
31847,60%,7,HONDA,2,2022,BENZİN,ANKARA,,0,12.512,YENİ İŞ,T,T
31848,60%,7,RENAULT,4,2020,DIZEL,İSTANBUL,,0,12.548,YENİ İŞ,T,T
31849,40%,6,HONDA,3,2021,BENZİN,İSTANBUL,KARTAL,34,9.267,YENİ İŞ,O,T
31850,0%,4,VOLKSWAGEN,4,2020,BENZİN,İZMİR,TORBALI,44,11.597,İLK DEFA SİGORTALI,O,T
31851,40%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,ÇANKAYA,59,8.053,YENİLEME,O,P
31852,60%,7,VOLKSWAGEN,4,2020,DIZEL,ANKARA,MAMAK,64,5.633,YENİ İŞ,O,P
31853,40%,5,HONDA,4,2020,BENZİN,İSTANBUL,ZEYTİNBURNU,44,6.663,YENİ İŞ,O,T
31854,0%,7,FORD,0,2024,DIZEL,İSTANBUL,SANCAKTEPE,50,16.299,SIFIR ARAÇ,O,T
31855,30%,3,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,101.993,YENİ İŞ,T,T
31856,0%,4,MERCEDES,2,2022,BENZİN,İSTANBUL,,0,201.052,İLK DEFA SİGORTALI,T,T
31857,40%,5,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,,0,15.960,YENİ İŞ,T,T
31858,0%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,KARTAL,33,28.880,İLK DEFA SİGORTALI,O,T
31859,40%,5,TOYOTA,4,2020,BENZİN,İSTANBUL,BAŞAKŞEHİR,47,10.095,YENİ İŞ,O,P
31860,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KEMALPAŞA,34,9.714,YENİ İŞ,O,T
31861,30%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,24.158,YENİ İŞ,T,T
31862,0%,4,MERCEDES,5,2019,DIZEL,ANKARA,ETİMESGUT,50,26.569,İLK DEFA SİGORTALI,O,T
31863,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,12.267,YENİ İŞ,T,T
31864,30%,6,MERCEDES,2,2022,BENZİN,ANKARA,ÇANKAYA,39,10.426,YENİ İŞ,O,T
31865,40%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,9.004,YENİ İŞ,T,P
31866,0%,5,FORD,1,2023,DIZEL,ANKARA,ÇANKAYA,38,18.000,YENİ İŞ,O,T
31867,0%,5,FORD,4,2020,DIZEL,İSTANBUL,BAĞCILAR,31,10.603,İLK DEFA SİGORTALI,O,T
31868,0%,3,FORD,1,2023,DIZEL,İSTANBUL,,0,14.639,YENİ İŞ,T,P
31869,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,SULTANBEYLİ,30,14.831,İLK DEFA SİGORTALI,O,T
31870,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KADIKÖY,38,8.096,İLK DEFA SİGORTALI,O,T
31871,60%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,SARIYER,40,8.822,YENİ İŞ,O,T
31872,50%,7,FORD,4,2020,BENZİN,İSTANBUL,EYÜP,38,9.534,YENİ İŞ,O,T
31873,60%,7,MERCEDES,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,38,10.875,YENİ İŞ,O,T
31874,0%,4,TOYOTA,4,2020,BENZİN,ANKARA,MAMAK,28,11.794,İLK DEFA SİGORTALI,O,T
31875,50%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,ÇANKAYA,42,7.978,YENİ İŞ,O,T
31876,60%,5,FORD,1,2023,BENZİN,İZMİR,KARABAĞLAR,52,8.396,YENİ İŞ,O,T
31877,0%,4,TOYOTA,1,2023,BENZİN,ANKARA,YENİMAHALLE,45,11.981,İLK DEFA SİGORTALI,O,T
31878,40%,5,TOYOTA,2,2022,DIZEL,ANKARA,POLATLI,33,10.833,YENİ İŞ,O,T
31879,50%,8,VOLKSWAGEN,3,2021,BENZİN,ANKARA,,0,7.143,YENİ İŞ,T,T
31880,30%,5,FORD,1,2023,DIZEL,İSTANBUL,ARNAVUTKÖY,50,9.417,YENİ İŞ,O,T
31881,60%,7,FORD,4,2020,DIZEL,İZMİR,GÜZELBAHÇE,51,6.103,YENİ İŞ,O,T
31882,0%,4,VOLKSWAGEN,1,2023,DIZEL,ANKARA,,0,16.063,İLK DEFA SİGORTALI,T,T
31883,30%,4,FORD,2,2022,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,36,7.191,YENİ İŞ,O,T
31884,60%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ARNAVUTKÖY,31,7.431,YENİ İŞ,O,T
31885,60%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,8.321,YENİ İŞ,T,T
31886,0%,4,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,ATAŞEHİR,40,15.824,İLK DEFA SİGORTALI,O,T
31887,0%,7,FORD,1,2023,BENZİN,İZMİR,ALİAĞA,38,7.638,İLK DEFA SİGORTALI,O,P
31888,0%,4,MERCEDES,2,2022,BENZİN,İZMİR,BORNOVA,31,21.153,İLK DEFA SİGORTALI,O,T
31889,60%,8,MERCEDES,4,2020,DIZEL,ANKARA,YENİMAHALLE,52,11.785,YENİ İŞ,O,T
31890,40%,8,RENAULT,3,2021,BENZİN,İSTANBUL,,0,12.216,YENİ İŞ,T,T
31891,60%,5,MERCEDES,4,2020,DIZEL,ANKARA,,0,20.760,YENİLEME,T,P
31892,30%,1,RENAULT,2,2022,DIZEL,ANKARA,,0,14.528,YENİ İŞ,T,P
31893,60%,7,HONDA,2,2022,BENZİN,İSTANBUL,BAKIRKÖY,40,10.391,YENİ İŞ,O,T
31894,60%,8,FORD,4,2020,DIZEL,İSTANBUL,ÇEKMEKÖY,36,8.000,YENİ İŞ,O,T
31895,30%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ESENYURT,35,8.139,YENİ İŞ,O,T
31896,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,SULTANGAZİ,55,13.330,İLK DEFA SİGORTALI,O,T
31897,40%,4,FORD,2,2022,DIZEL,ANKARA,,0,13.141,YENİ İŞ,T,T
31898,40%,3,FORD,3,2021,DIZEL,İSTANBUL,KADIKÖY,58,7.850,YENİ İŞ,O,T
31899,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,17.729,YENİ İŞ,T,T
31900,50%,7,TOYOTA,3,2021,BENZİN,İSTANBUL,PENDİK,41,5.467,YENİ İŞ,O,T
31901,60%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,KEÇİÖREN,63,9.601,YENİLEME,O,T
31902,30%,5,HONDA,1,2023,BENZİN,İSTANBUL,,0,13.293,YENİ İŞ,T,T
31903,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ZEYTİNBURNU,36,8.970,YENİ İŞ,O,T
31904,60%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,,0,8.293,YENİ İŞ,T,T
31905,0%,5,RENAULT,2,2022,DIZEL,İZMİR,SELÇUK,64,9.948,İLK DEFA SİGORTALI,O,T
31906,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,MALTEPE,35,12.146,İLK DEFA SİGORTALI,O,T
31907,0%,6,FORD,5,2019,DIZEL,ANKARA,YENİMAHALLE,45,16.825,İLK DEFA SİGORTALI,O,T
31908,60%,8,TOYOTA,3,2021,BENZİN,İSTANBUL,KARTAL,43,5.088,YENİ İŞ,O,T
31909,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ATAŞEHİR,27,20.115,İLK DEFA SİGORTALI,O,T
31910,50%,7,FORD,3,2021,DIZEL,İSTANBUL,,0,8.598,YENİ İŞ,T,T
31911,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAĞCILAR,31,5.041,YENİ İŞ,O,T
31912,0%,5,RENAULT,5,2019,DIZEL,ANKARA,SİNCAN,43,6.328,İLK DEFA SİGORTALI,O,T
31913,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAHÇELİEVLER,29,10.475,YENİ İŞ,O,T
31914,30%,5,FORD,1,2023,BENZİN,İZMİR,KARABAĞLAR,40,7.725,YENİLEME,O,T
31915,40%,8,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,MALTEPE,59,9.920,YENİ İŞ,O,T
31916,40%,7,MERCEDES,4,2020,BENZİN,ANKARA,ÇANKAYA,48,10.469,YENİLEME,O,T
31917,40%,6,HONDA,4,2020,BENZİN,ANKARA,ALTINDAĞ,36,11.035,YENİ İŞ,O,T
31918,0%,4,MERCEDES,1,2023,DIZEL,İZMİR,,0,26.861,İLK DEFA SİGORTALI,T,T
31919,40%,5,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,ÜSKÜDAR,28,6.171,YENİLEME,O,P
31920,0%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,16.949,İLK DEFA SİGORTALI,T,P
31921,60%,6,FORD,4,2020,DIZEL,ANKARA,,0,9.447,YENİ İŞ,T,T
31922,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,ESENLER,59,14.223,İLK DEFA SİGORTALI,O,T
31923,0%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAŞAKŞEHİR,52,12.550,İLK DEFA SİGORTALI,O,T
31924,60%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,6.446,YENİ İŞ,T,T
31925,30%,5,TOYOTA,1,2023,BENZİN,İSTANBUL,,0,10.546,YENİ İŞ,T,T
31926,30%,5,TOYOTA,1,2023,DIZEL,İZMİR,BUCA,53,9.957,YENİ İŞ,O,T
31928,50%,7,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,BAĞCILAR,58,9.567,YENİ İŞ,O,P
31929,0%,5,TOYOTA,4,2020,DIZEL,İSTANBUL,,0,24.096,İLK DEFA SİGORTALI,T,T
31930,0%,4,VOLKSWAGEN,0,2024,BENZİN,İSTANBUL,SANCAKTEPE,45,7.749,İLK DEFA SİGORTALI,O,T
31931,0%,6,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,39,21.005,İLK DEFA SİGORTALI,O,T
31932,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,43,11.609,YENİ İŞ,O,T
31933,0%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,ETİMESGUT,33,9.229,İLK DEFA SİGORTALI,O,T
31934,30%,6,VOLKSWAGEN,3,2021,BENZİN,İZMİR,URLA,46,8.841,YENİLEME,O,P
31935,0%,4,TOYOTA,2,2022,DIZEL,İSTANBUL,,0,33.233,YENİ İŞ,T,T
31936,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,FATİH,45,11.078,YENİ İŞ,O,T
31937,60%,7,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KARŞIYAKA,31,7.052,YENİ İŞ,O,T
31938,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,10.284,YENİ İŞ,T,T
31939,0%,7,RENAULT,3,2021,DIZEL,İSTANBUL,,0,56.467,YENİ İŞ,T,T
31940,40%,7,FORD,5,2019,DIZEL,İSTANBUL,,0,11.330,YENİ İŞ,T,T
31941,30%,7,FORD,4,2020,DIZEL,İSTANBUL,BAŞAKŞEHİR,43,5.993,YENİ İŞ,O,T
31942,0%,7,HONDA,2,2022,BENZİN,ANKARA,,0,17.942,İLK DEFA SİGORTALI,T,T
31943,0%,4,RENAULT,4,2020,DIZEL,ANKARA,,0,16.817,İLK DEFA SİGORTALI,T,T
31944,60%,7,TOYOTA,2,2022,DIZEL,İSTANBUL,,0,7.797,YENİLEME,T,T
31945,40%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,20.966,YENİLEME,T,T
31946,60%,8,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,17.253,YENİLEME,T,P
31947,0%,4,FORD,5,2019,DIZEL,İZMİR,KARŞIYAKA,30,20.404,İLK DEFA SİGORTALI,O,T
31948,0%,7,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,EYÜP,49,17.677,İLK DEFA SİGORTALI,O,T
31949,30%,8,TOYOTA,3,2021,BENZİN,İSTANBUL,KAĞITHANE,32,13.824,YENİ İŞ,O,T
31950,0%,7,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,GÜNGÖREN,38,14.205,İLK DEFA SİGORTALI,O,T
31951,40%,7,RENAULT,2,2022,BENZİN,ANKARA,KEÇİÖREN,59,5.783,YENİ İŞ,O,T
31952,30%,5,RENAULT,1,2023,DIZEL,İZMİR,BORNOVA,35,9.871,YENİ İŞ,O,T
31953,0%,7,HONDA,2,2022,BENZİN,İSTANBUL,,0,28.565,YENİ İŞ,T,T
31954,0%,4,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,,0,16.779,İLK DEFA SİGORTALI,T,T
31955,60%,7,HONDA,4,2020,BENZİN,İSTANBUL,ESENYURT,49,13.790,YENİ İŞ,O,T
31956,30%,5,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,81.994,YENİ İŞ,T,T
