TEKLİF NUMARASI,HASARSIZLIK İNDİRİMİ KADEMESİ,TRAFİK BASAMAK KODU,MARKA,ARAÇ YAŞI,MODEL YILI,YAKIT TİPİ,İL,İLÇE,YAŞ ,TEKLİF PRİMİ,PORTFÖY AYRIMI,SİGORTALI TİPİ,TEKLİF ONAY DURUMU
15449,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,53,11.679,İLK DEFA SİGORTALI,O,T
15450,60%,8,RENAULT,5,2019,BENZİN,ANKARA,ETİMESGUT,60,5.204,YENİ İŞ,O,T
15451,0%,4,HONDA,3,2021,BENZİN,İSTANBUL,BAHÇELİEVLER,49,25.234,YENİ İŞ,O,T
15452,60%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,SARIYER,37,8.021,YENİ İŞ,O,T
15453,0%,5,FORD,2,2022,BENZİN,ANKARA,ÇANKAYA,50,13.485,İLK DEFA SİGORTALI,O,P
15454,30%,4,TOYOTA,1,2023,DIZEL,ANKARA,,0,18.219,YENİ İŞ,T,P
15455,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,10.589,YENİ İŞ,T,T
15456,0%,4,FORD,1,2023,DIZEL,İZMİR,BORNOVA,44,11.597,İLK DEFA SİGORTALI,O,T
15457,0%,6,FORD,1,2023,DIZEL,İSTANBUL,ESENLER,42,13.924,İLK DEFA SİGORTALI,O,T
15458,30%,4,RENAULT,1,2023,DIZEL,İSTANBUL,,0,9.681,YENİLEME,T,T
15459,30%,5,FORD,3,2021,DIZEL,İSTANBUL,BAŞAKŞEHİR,43,10.071,YENİ İŞ,O,T
15460,60%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,19.612,YENİLEME,T,T
15461,60%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,8.812,YENİ İŞ,T,T
15462,40%,6,FORD,3,2021,DIZEL,ANKARA,ETİMESGUT,38,12.910,YENİ İŞ,O,T
15463,40%,5,HONDA,2,2022,BENZİN,İSTANBUL,BEYLİKDÜZÜ,59,10.455,YENİ İŞ,O,T
15464,0%,4,HONDA,5,2019,BENZİN,İZMİR,ÖDEMİŞ,41,22.200,İLK DEFA SİGORTALI,O,T
15465,30%,5,FORD,2,2022,DIZEL,İSTANBUL,,0,9.846,YENİ İŞ,T,T
15466,0%,4,RENAULT,5,2019,DIZEL,ANKARA,,0,11.751,İLK DEFA SİGORTALI,T,T
15467,60%,8,HONDA,2,2022,BENZİN,ANKARA,YENİMAHALLE,46,8.073,YENİ İŞ,O,T
15468,30%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,13.820,YENİ İŞ,T,T
15469,0%,7,RENAULT,1,2023,DIZEL,İSTANBUL,ESENYURT,47,7.450,İLK DEFA SİGORTALI,O,T
15470,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,ESENYURT,24,14.392,İLK DEFA SİGORTALI,O,T
15471,30%,5,VOLKSWAGEN,4,2020,DIZEL,ANKARA,KEÇİÖREN,32,11.825,YENİ İŞ,O,T
15472,30%,4,FORD,1,2023,DIZEL,İZMİR,KONAK,21,11.730,YENİ İŞ,O,T
15473,60%,7,VOLKSWAGEN,2,2022,BENZİN,ANKARA,MAMAK,52,7.751,YENİLEME,O,T
15474,0%,4,FORD,2,2022,DIZEL,İSTANBUL,,0,19.861,YENİ İŞ,T,T
15475,40%,5,VOLKSWAGEN,2,2022,DIZEL,ANKARA,POLATLI,51,6.822,YENİ İŞ,O,T
15476,0%,6,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,FATİH,32,14.998,İLK DEFA SİGORTALI,O,T
15477,60%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ŞİŞLİ,37,9.452,YENİ İŞ,O,T
15478,0%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,16.374,YENİ İŞ,T,T
15479,60%,8,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,PENDİK,64,6.733,YENİ İŞ,O,T
15480,0%,7,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KARŞIYAKA,51,7.749,İLK DEFA SİGORTALI,O,T
15481,0%,6,FORD,1,2023,BENZİN,İSTANBUL,,0,22.697,İLK DEFA SİGORTALI,T,P
15482,40%,5,TOYOTA,2,2022,BENZİN,İSTANBUL,ATAŞEHİR,52,7.343,YENİ İŞ,O,T
15483,40%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEYLİKDÜZÜ,39,9.511,YENİ İŞ,O,T
15484,30%,7,MERCEDES,1,2023,DIZEL,ANKARA,,0,34.669,YENİ İŞ,T,T
15485,0%,7,TOYOTA,0,2024,BENZİN,İSTANBUL,BAKIRKÖY,40,16.555,SIFIR ARAÇ,O,T
15486,30%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,SULTANGAZİ,49,7.345,YENİ İŞ,O,T
15487,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,35,17.585,İLK DEFA SİGORTALI,O,T
15488,40%,6,RENAULT,2,2022,DIZEL,İSTANBUL,ŞİLE,62,7.696,YENİ İŞ,O,T
15489,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ÜMRANİYE,38,13.310,İLK DEFA SİGORTALI,O,T
15490,50%,8,MERCEDES,2,2022,BENZİN,İSTANBUL,ATAŞEHİR,53,6.262,YENİ İŞ,O,T
15491,0%,6,MERCEDES,3,2021,BENZİN,İSTANBUL,ATAŞEHİR,43,26.736,İLK DEFA SİGORTALI,O,T
15492,40%,7,VOLKSWAGEN,2,2022,BENZİN,ANKARA,GÖLBAŞI,30,6.564,YENİLEME,O,T
15493,0%,5,VOLKSWAGEN,4,2020,DIZEL,ANKARA,,0,46.350,İLK DEFA SİGORTALI,T,P
15494,0%,6,FORD,3,2021,DIZEL,İSTANBUL,SULTANGAZİ,35,10.718,İLK DEFA SİGORTALI,O,T
15495,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,SULTANGAZİ,23,30.649,İLK DEFA SİGORTALI,O,T
15496,60%,6,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,ESENYURT,42,9.129,YENİ İŞ,O,T
15497,30%,7,FORD,4,2020,DIZEL,İZMİR,BUCA,46,7.614,YENİ İŞ,O,T
15498,60%,8,FORD,2,2022,DIZEL,İSTANBUL,EYÜP,51,7.544,YENİ İŞ,O,T
15499,0%,4,HONDA,2,2022,BENZİN,ANKARA,ÇANKAYA,33,9.039,İLK DEFA SİGORTALI,O,T
15500,0%,7,MERCEDES,1,2023,BENZİN,İSTANBUL,SANCAKTEPE,50,27.671,YENİ İŞ,O,T
15501,50%,6,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,MALTEPE,39,8.591,YENİLEME,O,T
15502,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAĞCILAR,46,9.821,YENİ İŞ,O,T
15503,60%,7,FORD,4,2020,DIZEL,ANKARA,SİNCAN,60,7.051,YENİ İŞ,O,T
15504,30%,7,RENAULT,4,2020,BENZİN,İZMİR,ÇİĞLİ,45,6.125,YENİ İŞ,O,T
15505,0%,4,FORD,1,2023,DIZEL,İSTANBUL,ARNAVUTKÖY,40,9.452,İLK DEFA SİGORTALI,O,T
15506,60%,8,FORD,1,2023,BENZİN,İZMİR,KARABAĞLAR,47,7.143,YENİ İŞ,O,T
15507,0%,6,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,GAZİOSMANPAŞA,50,11.448,İLK DEFA SİGORTALI,O,T
15508,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAŞAKŞEHİR,43,13.087,İLK DEFA SİGORTALI,O,T
15509,30%,8,RENAULT,1,2023,BENZİN,İSTANBUL,,0,10.614,YENİ İŞ,T,P
15511,60%,7,VOLKSWAGEN,5,2019,BENZİN,İZMİR,NARLIDERE,31,5.586,YENİ İŞ,O,T
15512,40%,7,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,TUZLA,37,9.914,YENİ İŞ,O,T
15513,60%,7,TOYOTA,5,2019,BENZİN,İZMİR,BUCA,48,6.273,YENİ İŞ,O,T
15514,40%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,31.223,YENİ İŞ,T,T
15515,0%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,ÇANKAYA,39,16.007,YENİ İŞ,O,T
15516,30%,3,MERCEDES,4,2020,DIZEL,İZMİR,KARABAĞLAR,31,72.673,YENİ İŞ,O,T
15517,40%,7,FORD,2,2022,DIZEL,İSTANBUL,,0,11.630,YENİ İŞ,T,T
15518,50%,7,VOLKSWAGEN,3,2021,BENZİN,İZMİR,,0,10.028,YENİ İŞ,T,T
15519,60%,5,TOYOTA,2,2022,BENZİN,İSTANBUL,ÇEKMEKÖY,42,8.225,YENİ İŞ,O,T
15520,50%,8,FORD,3,2021,BENZİN,İZMİR,MENDERES,57,5.741,YENİ İŞ,O,T
15521,50%,7,TOYOTA,3,2021,DIZEL,ANKARA,,0,20.604,YENİ İŞ,T,T
15522,40%,8,FORD,2,2022,DIZEL,İSTANBUL,,0,9.728,YENİLEME,T,T
15523,50%,7,TOYOTA,1,2023,BENZİN,İSTANBUL,PENDİK,55,10.130,YENİ İŞ,O,T
15524,60%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SANCAKTEPE,38,10.385,YENİ İŞ,O,P
15525,50%,2,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,52.427,YENİ İŞ,T,T
15526,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,57,11.310,YENİ İŞ,O,T
15527,60%,6,FORD,4,2020,DIZEL,ANKARA,,0,8.793,YENİ İŞ,T,T
15528,0%,7,TOYOTA,5,2019,DIZEL,İSTANBUL,,0,35.117,İLK DEFA SİGORTALI,T,T
15529,60%,7,TOYOTA,3,2021,DIZEL,ANKARA,YENİMAHALLE,59,13.101,YENİ İŞ,O,T
15530,0%,4,FORD,3,2021,DIZEL,İSTANBUL,TUZLA,31,9.611,İLK DEFA SİGORTALI,O,P
15531,0%,4,TOYOTA,2,2022,DIZEL,İZMİR,KARŞIYAKA,18,21.475,İLK DEFA SİGORTALI,O,T
15532,60%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,SARIYER,39,10.261,YENİ İŞ,O,T
15533,60%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAŞAKŞEHİR,60,9.159,YENİ İŞ,O,T
15534,30%,8,FORD,1,2023,DIZEL,İSTANBUL,,0,9.089,YENİ İŞ,T,T
15535,40%,7,MERCEDES,2,2022,DIZEL,ANKARA,MAMAK,62,16.889,YENİ İŞ,O,T
15536,0%,4,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,BAĞCILAR,36,14.407,İLK DEFA SİGORTALI,O,T
15537,30%,5,FORD,1,2023,DIZEL,İSTANBUL,,0,10.535,YENİ İŞ,T,T
15538,60%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,ESENLER,38,6.238,YENİ İŞ,O,T
15539,60%,5,VOLKSWAGEN,3,2021,BENZİN,İZMİR,KARŞIYAKA,42,9.871,YENİLEME,O,T
15540,0%,4,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,BAĞCILAR,51,27.230,İLK DEFA SİGORTALI,O,T
15541,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,KEÇİÖREN,32,7.241,YENİ İŞ,O,T
15542,30%,4,RENAULT,3,2021,BENZİN,İSTANBUL,MALTEPE,28,8.819,YENİ İŞ,O,T
15543,60%,7,MERCEDES,4,2020,DIZEL,ANKARA,ÇANKAYA,37,15.641,YENİ İŞ,O,T
15544,50%,8,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,11.116,YENİ İŞ,T,T
15545,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,SİLİVRİ,33,12.178,YENİ İŞ,O,T
15546,60%,8,VOLKSWAGEN,1,2023,BENZİN,İZMİR,NARLIDERE,50,8.437,YENİ İŞ,O,T
15547,40%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BAKIRKÖY,30,11.875,YENİ İŞ,O,T
15548,60%,7,FORD,5,2019,DIZEL,İSTANBUL,ESENYURT,42,5.721,YENİLEME,O,T
15550,0%,4,FORD,5,2019,DIZEL,İZMİR,BUCA,34,24.617,İLK DEFA SİGORTALI,O,T
15551,0%,3,MERCEDES,5,2019,BENZİN,ANKARA,KEÇİÖREN,24,44.942,YENİ İŞ,O,T
15552,0%,5,FORD,5,2019,DIZEL,ANKARA,,0,14.295,YENİ İŞ,T,T
15553,60%,7,FORD,2,2022,BENZİN,İZMİR,KARABAĞLAR,46,7.439,YENİ İŞ,O,T
15554,0%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,SULTANGAZİ,36,13.500,İLK DEFA SİGORTALI,O,T
15555,40%,5,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEYLİKDÜZÜ,46,17.758,YENİ İŞ,O,T
15556,0%,4,RENAULT,4,2020,BENZİN,İZMİR,KARABAĞLAR,46,23.153,İLK DEFA SİGORTALI,O,T
15557,60%,8,MERCEDES,1,2023,BENZİN,İZMİR,BAYRAKLI,41,11.737,YENİ İŞ,O,T
15558,40%,6,HONDA,2,2022,BENZİN,İSTANBUL,,0,10.731,YENİ İŞ,T,T
15559,30%,4,MERCEDES,2,2022,BENZİN,İSTANBUL,ÇATALCA,34,10.168,YENİ İŞ,O,T
15560,0%,7,TOYOTA,5,2019,BENZİN,İSTANBUL,SULTANGAZİ,45,14.929,YENİ İŞ,O,T
15562,30%,6,FORD,3,2021,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,31,10.480,YENİ İŞ,O,T
15563,60%,8,HONDA,2,2022,BENZİN,İSTANBUL,MALTEPE,50,11.731,YENİLEME,O,P
15564,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,13.570,İLK DEFA SİGORTALI,T,T
15565,30%,5,FORD,3,2021,DIZEL,İSTANBUL,FATİH,43,5.255,YENİ İŞ,O,T
15566,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,6.978,YENİ İŞ,T,P
15567,60%,8,FORD,3,2021,BENZİN,İZMİR,KARŞIYAKA,62,7.511,YENİ İŞ,O,T
15568,30%,4,FORD,3,2021,DIZEL,İSTANBUL,PENDİK,64,8.075,YENİ İŞ,O,T
15569,60%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAYRAMPAŞA,45,6.314,YENİ İŞ,O,T
15570,0%,8,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KONAK,57,9.939,İLK DEFA SİGORTALI,O,T
15571,0%,4,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,ESENLER,39,7.995,İLK DEFA SİGORTALI,O,P
15572,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KAĞITHANE,32,6.799,YENİ İŞ,O,T
15573,60%,5,MERCEDES,1,2023,BENZİN,ANKARA,ÇANKAYA,53,13.324,YENİLEME,O,T
15574,0%,6,VOLKSWAGEN,2,2022,BENZİN,İZMİR,SEFERİHİSAR,34,8.478,İLK DEFA SİGORTALI,O,T
15575,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,13.105,YENİ İŞ,T,P
15576,30%,6,VOLKSWAGEN,1,2023,BENZİN,İZMİR,ALİAĞA,59,8.576,YENİLEME,O,T
15577,60%,8,VOLKSWAGEN,3,2021,BENZİN,ANKARA,YENİMAHALLE,54,10.654,YENİ İŞ,O,T
15578,0%,4,FORD,4,2020,DIZEL,İZMİR,ÇİĞLİ,32,13.599,İLK DEFA SİGORTALI,O,T
15579,30%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ŞİŞLİ,32,10.945,YENİ İŞ,O,T
15580,0%,7,VOLKSWAGEN,1,2023,DIZEL,İZMİR,KARABAĞLAR,47,13.282,İLK DEFA SİGORTALI,O,T
15581,0%,4,FORD,1,2023,DIZEL,ANKARA,KEÇİÖREN,25,10.180,İLK DEFA SİGORTALI,O,T
15582,0%,4,FORD,4,2020,DIZEL,İSTANBUL,SULTANBEYLİ,37,7.601,İLK DEFA SİGORTALI,O,P
15583,30%,5,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,,0,16.308,YENİ İŞ,T,T
15584,0%,7,VOLKSWAGEN,0,2024,DIZEL,ANKARA,,0,12.694,İLK DEFA SİGORTALI,T,T
15585,0%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ESENYURT,45,11.947,İLK DEFA SİGORTALI,O,T
15586,40%,5,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,BÜYÜKÇEKMECE,41,5.037,YENİ İŞ,O,T
15587,30%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEŞİKTAŞ,32,6.051,YENİ İŞ,O,T
15588,60%,7,VOLKSWAGEN,4,2020,DIZEL,ANKARA,YENİMAHALLE,37,6.450,YENİ İŞ,O,T
15589,50%,7,RENAULT,3,2021,BENZİN,İSTANBUL,,0,9.040,YENİ İŞ,T,T
15590,60%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAKIRKÖY,56,7.422,YENİ İŞ,O,T
15591,0%,4,VOLKSWAGEN,2,2022,BENZİN,ANKARA,SİNCAN,33,8.156,YENİ İŞ,O,P
15592,60%,7,TOYOTA,5,2019,BENZİN,ANKARA,ÇANKAYA,54,5.241,YENİ İŞ,O,T
15593,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYKOZ,36,8.211,YENİ İŞ,O,T
15594,50%,7,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,BAĞCILAR,47,20.241,YENİ İŞ,O,T
15595,60%,7,MERCEDES,4,2020,DIZEL,ANKARA,,0,19.774,YENİ İŞ,T,T
15596,50%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEYLİKDÜZÜ,39,8.150,YENİ İŞ,O,T
15597,30%,5,VOLKSWAGEN,1,2023,DIZEL,ANKARA,KEÇİÖREN,26,15.130,YENİ İŞ,O,T
15598,60%,5,HONDA,1,2023,BENZİN,ANKARA,ETİMESGUT,33,9.823,YENİ İŞ,O,T
15599,60%,7,RENAULT,2,2022,DIZEL,ANKARA,,0,6.857,YENİ İŞ,T,T
15600,0%,6,FORD,1,2023,DIZEL,İSTANBUL,,0,13.594,YENİ İŞ,T,T
15601,50%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,16.235,YENİ İŞ,T,T
15602,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ATAŞEHİR,56,8.185,YENİLEME,O,T
15603,50%,6,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,ESENYURT,37,9.153,YENİ İŞ,O,T
15604,0%,4,VOLKSWAGEN,2,2022,BENZİN,ANKARA,ETİMESGUT,28,12.587,İLK DEFA SİGORTALI,O,T
15605,30%,3,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,13.770,YENİ İŞ,T,T
15606,30%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,48,8.761,YENİ İŞ,O,T
15607,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYKOZ,33,8.289,YENİ İŞ,O,T
15608,40%,5,TOYOTA,2,2022,BENZİN,İSTANBUL,KAĞITHANE,54,6.567,YENİLEME,O,P
15609,0%,5,RENAULT,0,2024,BENZİN,İSTANBUL,BAŞAKŞEHİR,38,10.597,SIFIR ARAÇ,O,T
15610,30%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAŞAKŞEHİR,34,11.963,YENİ İŞ,O,T
15611,60%,7,TOYOTA,5,2019,BENZİN,ANKARA,SİNCAN,43,4.462,YENİ İŞ,O,T
15612,0%,7,RENAULT,4,2020,DIZEL,İZMİR,BORNOVA,35,10.975,İLK DEFA SİGORTALI,O,T
15613,0%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,AVCILAR,37,9.479,İLK DEFA SİGORTALI,O,T
15614,0%,7,HONDA,3,2021,BENZİN,İZMİR,BUCA,50,23.466,İLK DEFA SİGORTALI,O,T
15615,30%,5,TOYOTA,4,2020,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,42,7.948,YENİ İŞ,O,T
15616,40%,6,TOYOTA,2,2022,DIZEL,ANKARA,YENİMAHALLE,57,8.624,YENİ İŞ,O,T
15617,0%,4,TOYOTA,3,2021,DIZEL,ANKARA,ETİMESGUT,34,21.560,İLK DEFA SİGORTALI,O,T
15618,50%,6,FORD,3,2021,BENZİN,İSTANBUL,ŞİŞLİ,39,8.657,YENİLEME,O,T
15619,30%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,8.559,YENİ İŞ,T,T
15620,60%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYKOZ,42,7.041,YENİ İŞ,O,T
15621,50%,6,FORD,3,2021,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,42,5.300,YENİ İŞ,O,P
15622,50%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,30.332,YENİLEME,T,T
15623,30%,5,TOYOTA,1,2023,BENZİN,İSTANBUL,GÜNGÖREN,47,8.399,YENİ İŞ,O,T
15624,40%,5,TOYOTA,3,2021,BENZİN,ANKARA,ÇANKAYA,29,7.758,YENİLEME,O,P
15625,0%,7,VOLKSWAGEN,1,2023,DIZEL,ANKARA,YENİMAHALLE,43,17.502,İLK DEFA SİGORTALI,O,T
15626,40%,4,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,BAHÇELİEVLER,50,9.866,YENİ İŞ,O,T
15627,30%,5,FORD,4,2020,DIZEL,ANKARA,,0,13.706,YENİ İŞ,T,T
15628,0%,7,FORD,4,2020,BENZİN,İSTANBUL,ATAŞEHİR,32,9.056,İLK DEFA SİGORTALI,O,T
15629,30%,7,FORD,1,2023,DIZEL,ANKARA,,0,13.155,YENİ İŞ,T,T
15630,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,29.993,İLK DEFA SİGORTALI,T,T
15631,30%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,17.013,YENİ İŞ,T,T
15632,0%,4,MERCEDES,4,2020,BENZİN,İSTANBUL,,0,287.848,İLK DEFA SİGORTALI,T,T
15633,60%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,12.556,YENİ İŞ,T,T
15634,40%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,10.546,YENİ İŞ,T,P
15635,60%,8,FORD,4,2020,DIZEL,İSTANBUL,,0,9.785,YENİ İŞ,T,T
15636,0%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,15.786,İLK DEFA SİGORTALI,T,T
15637,0%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,PENDİK,34,7.908,İLK DEFA SİGORTALI,O,T
15638,30%,4,MERCEDES,2,2022,DIZEL,ANKARA,ETİMESGUT,29,34.462,YENİ İŞ,O,T
15639,0%,4,FORD,4,2020,DIZEL,İSTANBUL,,0,13.254,İLK DEFA SİGORTALI,T,T
15640,0%,4,VOLKSWAGEN,4,2020,DIZEL,ANKARA,ALTINDAĞ,42,11.754,İLK DEFA SİGORTALI,O,T
15641,0%,7,HONDA,3,2021,BENZİN,İSTANBUL,ARNAVUTKÖY,35,9.490,İLK DEFA SİGORTALI,O,T
15642,60%,8,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,55,7.135,YENİ İŞ,O,T
15643,30%,7,FORD,3,2021,DIZEL,ANKARA,MAMAK,52,9.776,YENİ İŞ,O,T
15644,0%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,AKYURT,27,9.495,YENİ İŞ,O,T
15645,60%,7,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,18.376,YENİ İŞ,T,P
15646,0%,4,FORD,1,2023,DIZEL,İSTANBUL,SULTANGAZİ,25,13.159,İLK DEFA SİGORTALI,O,T
15647,0%,7,FORD,1,2023,DIZEL,İSTANBUL,ARNAVUTKÖY,41,19.682,İLK DEFA SİGORTALI,O,T
15648,30%,2,FORD,1,2023,DIZEL,ANKARA,,0,12.591,YENİ İŞ,T,T
15649,30%,5,TOYOTA,1,2023,BENZİN,ANKARA,,0,10.798,YENİ İŞ,T,P
15650,0%,7,FORD,5,2019,DIZEL,İSTANBUL,,0,24.174,İLK DEFA SİGORTALI,T,T
15651,0%,6,VOLKSWAGEN,4,2020,DIZEL,ANKARA,ÇANKAYA,42,18.928,İLK DEFA SİGORTALI,O,T
15652,60%,8,FORD,4,2020,DIZEL,ANKARA,,0,11.564,YENİ İŞ,T,T
15653,30%,5,MERCEDES,3,2021,BENZİN,ANKARA,,0,18.081,YENİ İŞ,T,T
15654,60%,6,HONDA,1,2023,BENZİN,İSTANBUL,KADIKÖY,46,9.464,YENİ İŞ,O,T
15655,0%,5,FORD,5,2019,DIZEL,ANKARA,YENİMAHALLE,49,27.345,İLK DEFA SİGORTALI,O,T
15656,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,9.835,YENİ İŞ,T,T
15657,0%,4,RENAULT,2,2022,DIZEL,İSTANBUL,ATAŞEHİR,37,9.612,İLK DEFA SİGORTALI,O,T
15658,60%,6,TOYOTA,3,2021,DIZEL,İSTANBUL,KADIKÖY,46,8.187,YENİ İŞ,O,T
15659,0%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SİLİVRİ,36,10.790,İLK DEFA SİGORTALI,O,T
15660,60%,8,VOLKSWAGEN,4,2020,BENZİN,İZMİR,NARLIDERE,38,10.754,YENİ İŞ,O,T
15661,60%,4,FORD,1,2023,DIZEL,ANKARA,,0,11.556,YENİ İŞ,T,T
15662,0%,7,FORD,1,2023,BENZİN,İZMİR,MENEMEN,41,7.649,İLK DEFA SİGORTALI,O,T
15663,30%,5,FORD,1,2023,DIZEL,İZMİR,,0,12.642,YENİ İŞ,T,T
15664,0%,4,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,SANCAKTEPE,31,17.908,İLK DEFA SİGORTALI,O,T
15665,30%,5,FORD,1,2023,BENZİN,İSTANBUL,,0,11.333,YENİ İŞ,T,T
15666,0%,4,RENAULT,3,2021,BENZİN,ANKARA,ETİMESGUT,43,10.698,İLK DEFA SİGORTALI,O,T
15667,0%,8,MERCEDES,0,2024,DIZEL,İSTANBUL,,0,27.823,SIFIR ARAÇ,T,T
15668,60%,7,HONDA,2,2022,BENZİN,İSTANBUL,ÜSKÜDAR,62,4.913,YENİ İŞ,O,T
15669,50%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,ESENYURT,29,10.675,YENİ İŞ,O,P
15670,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,55,9.086,İLK DEFA SİGORTALI,O,T
15671,0%,8,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,9.823,İLK DEFA SİGORTALI,T,P
15672,30%,7,TOYOTA,3,2021,BENZİN,İZMİR,BAYRAKLI,55,7.938,YENİ İŞ,O,T
15673,0%,7,MERCEDES,1,2023,DIZEL,İSTANBUL,SİLİVRİ,59,18.713,İLK DEFA SİGORTALI,O,T
15674,0%,5,TOYOTA,2,2022,DIZEL,İZMİR,,0,22.537,YENİ İŞ,T,T
15675,0%,4,FORD,2,2022,DIZEL,İSTANBUL,SARIYER,24,13.027,İLK DEFA SİGORTALI,O,T
